text,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Yeah!  
Attitude  
Some fuckin' attitude  
I can't believe what you say to me  
You've got some attitude  
  
Inside that bitter brain  
There's gotta be a whore  
If you don't shut your mouth  
You're gonna feel the floor, yeah!  
  
Attitude, what you've got  
Some fuckin' attitude  
Attitude's what you've got  
Some fuckin' attitude  
Yeah, all right  
  
Inside that bitter brain  
There's gotta be a whore  
If you don't shut your mouth  
You're gonna feel the mutha fuckin' guitar!  
  
Oh, attitude  
Some fuckin' attitude  
I can't believe what you say to me  
You've got some attitude  
  
Oh, attitude  
Some fuckin' attitude  
I can't believe what you say to me  
You've got some attitude  
  
Yeah!  
Yeah!  
Yeah! yeh!

",Attitude,Guns N' Roses,49,rock,album rock,0.34,0.984,1,-2.533,1,0.0938,0.000249,0.0,0.331,0.613,187.766,87000
"No one ever told me when I was alone  
They just thought I'd know better, better.  
  
No one ever told me when I was alone  
They just thought I'd know better, better.  
  
The hardest part this troubled heart has never  
Yet been through now.  
We've healed the scars that got their start  
Inside someone like you now.  
  
Well had I known or I'd been shown back  
When I longed you'd take me.  
To break the charge that brought me home  
And all that won't erase me.  
  
I never would know that I could  
No matter what you'd pay me.  
Replay the part, you stole my heart  
I should have known you're crazy.  
  
If all I knew was that with you  
I'd want someone to save me.  
It'd be enough, but just my luck,  
I fell in love and baby all that I wanted was  
  
Now I know you better,  
You know I'd know better,  
Now I know you better!  
  
So bittersweet, this tragedy won't ask for absolution,  
This melody inside of me still searches for solution,  
A twist of fate, a change of heart,  
Kills my infatuation,  
A broken heart, provides the spark for my determination,  
  
No one ever told me when I was alone,  
They just thought I'd know better, better.  
Ooh, no one ever told me when I was alone,  
They just thought I'd know better, better.

",Better,Guns N' Roses,54,rock,album rock,0.563,0.784,1,-9.234,0,0.042,0.1,0.00219,0.895,0.387,98.011,297227
"It don't really matter  
You'll find out for yourself  
No it don't really matter  
You're gonna leave this thing to  
Somebody else  
  
If they missionaries  
Real time visionaries  
Sitting in a Chinese school  
To view my dis-infatu-ation  
I know that I'm a classic case  
Watch my disenchanted face  
Blame it on the Falun Gong  
They've seen the end and you can't hold on now  
  
Cause it would take a lot more hate than you  
To stop the fascination  
Even with an iron fist  
Our baby got to rule the nation  
But all I got is precious time  
  
It don't really matter  
You're gonna find out for yourself  
No it don't really matter  
So you can hear now from  
Somebody else  
  
Cause it would take a lot more time than you  
I've got more masturbation  
Even with your iron fist  
More than you got to rule the nation  
But all I got is precious time  
More than you got to rule the nation  
But all I got is precious time  
  
It don't really matter  
Gonna keep it to myself  
No it don't really matter  
So you can hear it now from  
Somebody else  
  
You think you got it all locked up inside  
And if you beat them all up they'll die  
Then you'll walk them home for the cells  
Then now you'll dig for your road back to hell  
And with your ? makes you stop  
As if your eyes were their eyes you can tell  
In your lack of time

",Chinese Democracy,Guns N' Roses,2,rock,album rock,0.474,0.8,2,-10.472,1,0.0775,0.000769,0.0309,0.131,0.156,133.94,283213
"Don't damn me  
When I speak a piece of my mind  
'Cause silence isn't golden  
When I'm holding it inside  
'Cause I've been where I have been  
An I've seen what I have seen  
I put the pen to the paper  
'Cause it's all a part of me  
  
Be it a song or a casual conversation  
To hold my tongue speaks  
Of quiet reservations  
Your words once heard  
They can place you in a faction  
My words may disturb  
But at least there's a reaction  
  
Sometimes I want to kill  
Sometimes I want to die  
Sometimes I want to destroy  
Sometimes I want to cry  
Sometimes I could get even  
Sometimes I could give up  
Sometimes I could give  
Sometimes I never give a fuck  
  
It's only for a while  
I hope you understand  
I never wanted this to happen  
Didn't want to be a man  
So I hid inside my world  
I took what I could find  
I cried when I was lonely  
I fell down when I was blind  
  
But don't damn me when I speak  
A piece of my mind  
'Cause silence isn't golden  
When I'm holding it inside  
'Cause I've been where I have been  
An I've seen what I have seen  
I put the pen to the paper  
'Cause it's all a part of me  
  
How can I ever satisfy you  
An how can I ever make you see  
That, deep inside we're all somebody  
An it don't matter who you want to be  
But now I gotta smile I hope you comprehend  
For this man can say it happened  
'Cause this child has been condemned  
So I stepped into your world  
I kicked you in the mind  
An I'm the only witness  
To the nature of my crime  
  
But look at what we've done  
To the innocent and young  
Whoa listen to who's talking  
'Cause we're not the only ones  
The trash collected by the eyes  
And dumped into the brain  
Said it tears into our conscious thoughts  
You tell me who's to blame  
  
I know you don't want to hear me crying  
An I know you don't want to hear me deny  
That your satisfaction lies in your illusions  
But your delusions are yours an not mine  
We take for granted that we know the whole story  
We judge a book by it's cover  
And read what we want  
Between selected lines  
  
Don't hail me  
An don't idolize the ink  
Or I've failed in my attentions  
Can you find the missing link  
Your only validation is in living your own life  
Vicarious existence is a fucking waste of time  
So I send this song to the offended  
I said what I meant and I've never pretended  
As so many others do intending just to please  
If I damned your point of view  
Could you turn the other cheek  
  
Don't damn me when I speak a piece a mind  
'Cause silence isn't golden  
When I'm holding it inside  
I've been where I have been  
An I've seen what I have seen  
Put the pen to the paper  
'Cause it's all a part of me  
Don't damn me  
I said don't damn me  
I said don't hail me  
Ah, don't damn me

",Don't Damn Me,Guns N' Roses,3,rock,album rock,0.275,0.987,8,-6.263,1,0.174,0.000932,0.0033,0.362,0.239,161.91,318867
"Found a head and an arm in da garbage can  
Don't know why I'm here  
Livin' on the run for oh so long  
I gotta go collect  
Double talkin' jive  
Get the money motherfucker  
'Cause I got no more patience  
Double talkin'  
I got (Lies)  
No more patience man  
  
Back in town an'a all new friends  
They sayin' how ya been?  
Fucked up and outta place  
That's how I felt back then  
Double talkin' jive  
Get the money motherfucker  
'Cause I got no more patience  
Double talkin'  
I got (Lies)  
No more patience man  
You dig what I'm sayin'?

",Double Talkin' Jive,Guns N' Roses,53,rock,album rock,0.35,0.974,8,-9.55,1,0.133,0.00146,0.446,0.0378,0.119,98.354,202040
"Heart-breaker soul-shaker I've been told about you  
Steam-roller the midnight shoulder  
What they been sayin' must be true  
  
Red hot mama oh that charmer  
Time's come to pay your dues  
  
[Chorus:]  
Now you're messin' with a a son of a bitch  
Now you're messin' with a son of a bitch  
Now you're messin' with a a son of a bitch  
Now you're messin' with a son of a bitch  
  
Talking jive and poison ivy  
You ain't gonna cling to me  
Minute-taker fall-faker  
I ain't so blind I can't see  
  
Red hot mama oh that charmer  
Time's come to pay your dues  
  
[Chorus:]  
  
[Chorus: repeat 4x]

",Hair Of The Dog,Guns N' Roses,49,rock,album rock,0.517,0.97,8,-2.932,1,0.0853,0.00559,0.0343,0.0581,0.601,134.336,234907
"I see your sister in her Sunday dress  
She's out to please  
She pouts her best  
She's out to take  
No need to try  
She's ready to make  
  
It's so easy, easy  
When everybody's tryin' to please me baby  
It's so easy, easy  
When everybody's tryin' to please me  
  
Cars are crashin' every night  
I drink n' drive everything's in sight  
I make the fire  
But I miss the firefight  
I hit the bull's eye every night  
  
It's so easy, easy  
When everybody's tryin' to please me baby  
Yeah it's so easy, easy  
When everybody's tryin' to please me  
So easy  
But nothin' seems to please me  
It all fits so right  
When I fade into the night  
See me hit you  
You fall down  
  
I see standin' there  
You think you're so cool  
Why don't you just  
Fuck off  
  
Ya get nothin' for nothin'  
If that's what ya do  
Turn around bitch I got a use for you  
Besides you ain't got nothin' better to do  
And I'm bored  
  
It's so easy, easy  
When everybody's tryin' to please me baby  
It's so easy, easy  
When everybody's tryin' to please me  
So easy  
But nothin' seems to please me  
It all fits so right  
When I fade into the night  
So come with me  
Don't ask me where 'cause I don't know  
I'll try ta please you  
I ain't got no money but it goes to show  
It's so easy  
So fucking easy  
It's so easy  
So damn easy  
It's so easy  
So fucking easy  
It's so easy

",It's So Easy,Guns N' Roses,60,rock,album rock,0.375,0.973,8,-10.098,1,0.128,0.0134,9.52e-06,0.0947,0.218,150.636,201360
"When you were young  
And your heart was an open book  
You used to say live and let live  
You know you did  
You know you did  
You know you did  
  
But if this ever changin' world  
In which we live in  
Makes you give in and cry  
Say live and let die  
Live and let die  
  
What does it matter to ya  
When ya got a job to do  
Ya got to do it well  
You got to give the other fella hell  
  
You used to say live and let live  
You know you did  
You know you did  
You know you did  
  
But if this ever changin' world  
In which we live in  
Makes you give in and cry  
Say live and let die  
Live and let die

",Live And Let Die,Guns N' Roses,9,rock,album rock,0.262,0.793,11,-8.668,1,0.0646,0.00968,0.08,0.115,0.247,152.447,183973
"I get up around seven  
Get outta bed around nine  
And I don't worry about nothin' no  
Cause worryin's a waste of my, time  
  
The show usually starts around seven  
We go on stage at nine  
Get on the bus at eleven  
Sippin' a drink and feelin' fine  
  
We been dancin' with  
Mr. Brownstone  
He's been knockin'  
He won't' leave me alone  
  
I used ta do a little but a little wouldn't do  
So the little got more and more  
I just keep tryin' ta get a little better  
Said a little better than before  
I used ta do a little but a little wouldn't do  
So the little got more and more  
I just keep tryin' ta get a little better  
Said a little better than before  
  
We been dancin' with  
Mr. Brownstone  
He's been knockin'  
He won't leave me alone  
  
Now I get up around whenever  
I used ta get up on time  
But that old man he's a real muthafucker  
Gonna kick him on down the line

",Mr. Brownstone,Guns N' Roses,59,rock,album rock,0.487,0.94,8,-9.284,1,0.0384,0.0254,1.69e-06,0.305,0.576,106.092,225707
"(spoken) Is she really going out with him?  
  
Hey!  
  
I got a feeling inside of me,  
It's kinda strange, like a stormy sea  
I don't know why, I don't know why  
I guess these things've gotta be  
  
[Chorus:]  
I got a new rose, I got it good  
Yes, I knew that I always would  
I can't stop to mess around  
I got a brand new rose in town  
  
See the sun, see the sunny skies  
Don't get too close, it'll burn your eyes  
Don't you run away that way  
Come back another day  
  
[Chorus:]  
  
I never thought this could happen to me  
I'm a strange washing machine  
I never served somebody this sane  
I'll never, never, never be too late  
  
Hey!  
  
[Repeat first verse]  
  
[Chorus:]

",New Rose,Guns N' Roses,49,rock,album rock,0.331,0.965,3,-2.918,1,0.143,0.000112,9.85e-05,0.312,0.342,176.988,158360
