seq,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Tell ya daddy stop his hating
'Cause I be wearing braids and rockin' jerseys daily
But that don't mean I'm thuggin' no
He don't want me with ya
But I ain't tryna hear it though
Not tryna hear it though

But I know that if he knew yeah
He would understand yeah
Know that your my man and
He would never hurt me no
Let me come and see you
So that we can be alone, alone

(Baby I know a place that we can go and be alone)
As long as you make sure that you safely get me home
(Don't worry baby)

Meet me at the southside
Get you home by midnite
Make sure that your daddy just don't know (daddy Just don't know)
I got you in the hood, but
I know what I'm doin' cause
that's why we be meeting on the low (meeting on the low)

Meet me at the southside
Baby we can go hide
Knowin' that my boys goin' have my back (yeah-eeh-yeah)
Only at the southside girl (southside, eh-eeh-eh)  Southside

Girl I'll know that we can make it
'Cause we won't let him break it
I don't care whose wit' it
It's you and me against the world
Tell me those three words that
Lets me know you're still my girl
Oh baby, yeah

Oh I swear I'll never leave you (why)
Give all i have to ya
But by your side I'll show ya
The way a girl needs to roll
You don't need a lot of money
I'm ready come pick me up, pick me up
(Baby I know a place that we can go to be alone, yeah)
Long as you make sure that you safely get me home
(Don't worry baby)

Meet me at the southside
Get you home by midnight (midnight)
Make sure that your daddy just don't know (oh, no-no-no)
I got you in the hood, but
I know what I'm doin' 'cause
that's why we be meeting on the low (meeting on the low, oh)

Meet me at the southside
Baby we can go hide
Knowin' that my boys goin' have my back (we can go hide babe)
Only at the southside girl (yeah-eeh-yeah)
Southside, southside girl (southside) southside

Baby we can, baby we can (Baby we can) aright
Yeah Baby (Yeah Baby, heh)
Meet me at the southside girl (Ooh)
Cause all I want to do is ride to the south wit you  (Ooh)
ATL Georgia, what do we do for ya?

Meet me at the southside (You can come and meet me yeah)
Get you home by midnight
Make sure that your daddy just don't know, oh baby
I got you in the hood, but (meet me at the southside yeah)
I know what I'm do 'cause
that's why we be meeting on the low (meet me at the southside yeah)

Meet me at the southside, southside
Baby we can go hide
Knowin' that my boys goin have my back
Only at the southside girl, gotchu in tha hood (got me in tha hood)
Southside, but it's all good (we goin' chill)

ATL Georgia, what do we do for ya?
Bulldoggin' like we Georgetown Hoyas
(Can you pick me up tonight? Take me anywhere you like)
Shorty let's ride, in my Cadillac (Cadillac)
Tilt yo seat back
And everything'll be coo (yeah) side girl (yeah)
Alright (ooh)
So what you wan' do (we goin' kick it tonight)
(Yeah oh, only at the southside)
I know it, that you ain't used to this country boys
But I'll show ya (Show me)
Ain't nothin' but a thang (yeah-yeah-yeah)
Chicken wings on strings (baby, baby, baby)
That's how a boy hang (only at the southside, southside, southside)",Southside,Lloyd,61,r&b,urban contemporary,0.687,0.404,9,-9.481,0,0.0812,0.377,0.0,0.0813,0.448,75.009,277840
"(Yeah)
Right off the back, ma, the boy got dollars
So women come frequent like flight mileage
It ain't no secret (I) I might holla
But I ain't gon' sweat ya, baby
I'm a let ya
Catch up wit' ya game
Run faster
But don't let 'em lose ya
'cause I ain't gon' bless ya
Unless ya
Feel a lil' desperate
Send a nigga a text message, girl

Stop!
Wait a minute
the way you move that girl,
you done got my heart all in it
And I just wanna be with you tonight (girl, please)
I'm a playa, yeah, it's true
But I change the game for you
I wanna see what it do

Can I be for real?
This is how I feel
I'm in need of love
So let's dip up out of here
Oh ya, just my type
Everything's so right
And I just wanna chill
So let's dip up out of here
(Let's dip up out of here)

I ha, ha, ha, ha
(She's fine too, but I want you)
I ha, ha, ha, ha, ha
(She's fine too, but I want you)

(I'll admit it)
This just ain't no game, these just ain't words
(That I'm spittin')
If you could see the thoughts that's in my head
I'm trippin'
I'm a playa, yeah, it's true
But I change the game for you
I wanna see what it do (do)

Can I be for real?
This is how I feel
I'm in need of love
So let's dip up out of here
Oh ya, just my type
Everything's so right
And I just wanna chill
So let's dip up out of here
(Let's dip up out of here)

I ha, ha, ha, ha
(She's fine too, but I want you)
I ha, ha, ha, ha, ha
(She's fine too, but I want you)

(Yeah)
Weezy F baby, the key to the ladies
Keys to the 'cedes, but please say the baby
Weed and Patron even in the A.M.
We should be alone, we can get a day in
Ya like what I'm sayin'?
Then come around the way and
We can go inside and stay in
Tell the homeboy ya stayin'
You've been taken
Gone
Turn me on, and I'm a turn him, ya'
You know I love you like cooked food
You know you fuckin' wit' a good dude
You know you give good brain
like you graduated from a good school
You know I'm a good move
So you should do (me)
So, hey, shawty, what it is?
The Carter who it is
Now, shawty, do it big
A party at my crib
That's a party in the hills
You call it what you want
But she gon' call it when she feels
(Ow!)

Can I be for real?
This is how I feel
I'm in need of love
So let's dip up out of here
Oh ya, just my type
Everything's so right
And I just wanna chill
So let's dip up out of here
(Let's dip up out of here)

I ha, ha, ha, ha
(She's fine too, but I want you)
I ha, ha, ha, ha, ha
(She's fine too, but I want you)",You,Lloyd,3,r&b,new jack swing,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,273133
"Forever, forever, forever
So you're having my baby
And it means so much to me
There's nothing more precious
Than to raise a family
If there's any doubt in your mind
You can count on me
I'll never let you down
Lady believe in me

You and I
Will never fall apart
You and I
We knew right from the start, baby, baby
The day
We fell so far in love
Now our baby is born, healthy and strong
Now our dreams are reality

Forever my lady
It's like a dream
I'm holding you close
You're keeping me warm
If this is ecstacy
Forever my lady
I say just what I mean
Forever and ever
I pray is what I see

Can you picture my lady
This empty scene
There's no me or no you
What will we do
An awful sight to me
If I ever lose you
Tell me where would I go
Life would have no meaning
And I pray that you will always stay with me

You and I
Would never fall apart, baby
You and I
Said we knew right from the start
The day
We fell so far in love
Now our baby is born
Healthy and strong
Now our dreams are reality

Forever my lady
It's like a dream
I'm holding you close
You're keeping me warm
If this is ecstacy
Forever my lady
I say just what I mean
Forever and ever
I pray is what I see

Lady, you and I
Will never fall apart,no no
You and I
I say we made it
And I say we made it from the start
The day
We fell so far in love
Now our baby is born
So healthy and strong
Now my dreams are reality
Yeahhhhhh
Forever my lady
Ah yeah, baby
Forever my lady
Woo oooh
Said I pray every night, baby
Forever my lady
And every day of the week",Forever My Lady,Jodeci,52,r&b,new jack swing,0.707,0.5,9,-15.198,0,0.0387,0.136,0.0,0.237,0.77,117.997,320360
"I gotta love
I want to give you 
Much
Tell me

Bass
Love I want to give
Drop it
Bass

Drop it
Come get it gal
Whatever you want
Do do do do do do do do...

Your place or mine
Tell me what will it be
I've got something I would like for you to see
Trust me now

It won't take much time
I got something I want to leave on your mind
I gotta love
When you walk through that door

Kick off your shoes
Take off that dress I got a treat for you
Don't be afraid
Baby don't be scared
Can I touch your body or can I touch you there

[Chorus]
I gotta love
I want to give
If it's too much
Baby just tell me
I gotta love
I want to give
If it's too much
Baby just tell me

Check it out girlfriend
Yeah yeah yeah
Your sexy voice
Really turns me on

You've given me no choice
It's got to be done
How do you want it
Simple or complex

Gimme all you got
I just want to be sexed

I gotta love
I want to give you
Much
Tell me

Love I want to give you
Much
Tell me
Yeah yeah yeah

Drop it on em
I gotta love
I want to give
If it's too much

Baby just tell me
I gotta love
I want to give
If it's too much
Baby just tell me

DeVante, break it down
(DeVante's rap)

I take that it was fun
'Cause I didn't hear any complaints
I hope it was so good
Til it made you insane

I gotta love
If you should ever get bored
And you need some more
Come see me anytime
You're always welcome through my door

I gotta love
I want to give you
Much
Tell me

Love I want to give you
Much
Tell me

Bass
Yeah yeah yeah
Drop it on em
Aaah I gotta love

I gotta love
I want to give
If it's too much
Baby just tell me

[Chorus: x 2]

Break it down one more time for me baby
I gotta love
Bass, bass, bass
Do do do do do you want it baby

Bass
Do you want it baby

[Chorus]",Gotta Love,Jodeci,28,r&b,new jack swing,0.753,0.737,2,-9.485,1,0.113,0.0193,0.0,0.632,0.365,116.858,284800
"I see ya movin' baby yeah
And you're lookin' good, said you're lookin' fine
Everything's gonna be alright, yeah
Let the music take control of your body tonight
Whoa, everything's gonna be alright, it's gonna be alright
Let the music take control of your body tonight
Father break it down

Well I begin the weekend with a groove
Roll about eight deep now what's my next move
Waitin' to nightfall so I can enjoy
System pumped by four Jeeps, runnin' like a convoy
Roll to the park, kinda crowded, what a scene
Pullin' up with Jodeci blastin' out the fifteen
So I park my ride, girls see my ???
Notice my grill that cause the pointin' and starin'

[Chorus]
Everything's gonna be alright
Let the music take control of your body tonight
Ooh, everything's gonna be alright
Let the music take control of your body tonight

Now I sign a couple autographs, take a few flicks
Order Don Perionne and lay back with my chicks
Michael's on the left of me, Smooth is flippin'
Took ??? away, I'm on the dance floor rippin'
?? is for the cutie, the ??? I'm tryna' find 'em
Tim is in the front and Mobat is right behind him
And me, I'm just layin' on the prowl
Got say what's up as the girls cry out
She grabbed her man, I think she tried to play him
My only thought, was to step to the A-M
Cause I came to have a good time
And at the end of the night, no doubt, I'm gonna get mine
Cause I don't have to raise my voice to be seen
I maintain, if you know what I mean
Understand I'm not conceded, Father's just mellow
I'm a smooth, dark Romeo, freak kinda fellow

[Chorus]

Do that dance, do that dance, baby
Do that dance, let's work it out
(Both) Do that dance, do that dance, baby
(Both) Do that dance, let's work it out
Do that dance, do that dance, baby
Do that dance, let's work it out
(Both) I said do that dance, do that dance, baby
(Both) Do that dance, let's work it out

Loungin' on the DL, this type of night is rare
I glanced to the right, oh who do we have here
Puffin Sweet, gettin' ripped, what the hell
I see Mr. Uptown, it's Andre Farwell
Conversatin' with his boys
I say stop and barge straight through the crowd,
It's time to get charged
It's kinda mellow so I leap,
To the center where the soul's rollin' five deep
Mark Currey, a ??, kin and nephew
Doin' the wild thing 'cause the soul is true
And every time I see bodies gettin' biz'
Girls are gettin' wild 'cause Father's known for his
And every time ya hear the music thumpity-thump
And all the girls gettin' bumped right in ya rump
So everybody who feel the mood is right
Get on the dance floor tonight

[Chorus:Repeat x2]

Everybody dance with me, oh yeah
Everybody move with me, everybody
Everybody dance with me
Everybody move with me
Everything's gonna be alright
Let the music take control of your body tonight",It's Alright,Jodeci,22,r&b,new jack swing,0.767,0.825,10,-9.391,0,0.0658,0.0136,0.0343,0.183,0.678,116.195,275773
"Yesterday was pouring
For straight two months now
How did we do it I just don't know how
Life's a real big pain
Without you
You left you did the same

Cause my love was so true
Your friends told me that
You kept up with me I don't understand
Why we both can't see
Why is it this way
When we knew it could be
Could we both just stop
And listen to me

All alone I sit at home baby
Waiting for the phone to ring
All I know is that I miss you baby
This loneliness is driving me crazy
My phone doesn't ring anymore
No face, knocking at my door
Lonely days are here again
I know you feel the same girlfriend

Who was that guy I caught you walking with
In your smile I knew you wasn't with it
Let's stop awhile
And start our love again
It won't take no time
For our hearts to mend

All alone I sit at home baby
Waiting for the phone to ring
All I know is that I miss you baby
This loneliness is driving me crazy
My phone doesn't ring anymore
No face, knocking at my door
Lonely days are here again
I know you feel the same girlfriend

My phone doesn't ring anymore
No face, knocking at my door
Lonely days are here again
I know you feel the same girlfriend

I want to tell you why I'm lonely
I'm so lonely without you
Don't know what
I'm about do, oh girl I guess I've got to
Take you, back now
Driving me crazy, baby
Crazy, loneliness is driving me crazy
Loneliness is driving me crazy
I don't know what to tell you

My phone doesn't ring anymore
No face, knocking at my door
Lonely days are here again
I know you feel the same girlfriend
You don't come around
You don't call me no more, baby
This loneliness is driving me crazy

My phone doesn't ring anymore
No face, knocking at my door
Lonely days are here again
I know you feel the same girlfriend
My phone doesn't ring anymore
Ring anymore, baby",My Phone,Jodeci,25,r&b,new jack swing,0.723,0.797,6,-11.597,0,0.0592,0.0348,0.0,0.465,0.63,111.977,350933
"Hit me.
All the chronic in the world couldn't even mess with you.
You're the ultimate high.
You hear what I'm saying, baby?
Now check this out:

Take my money, my house and my cars.
For one hit of you, you can have it all.
Cause makin' love, ev'rytime we do, girl,
It's worse than drugs, 'cause I'm an addict of you.
And you know that I

I can't leave you  alone.
You got me feenin'.
I can't leave you alone.
You got me feenin'.
Girl, I'm feenin' for you.

Said I'm feenin' for you.
I don't mind.
It's all on you, baby.
Girl, I'm so strung out.
All I do is wish for you.
So, tomorrow if you're not here,
then girl, I'm down, so I need you near.
I just want to make it through the night,
so hold me tight, then girl I'm all right.

I can't leave you  alone.
You got me feenin'.
I can't leave you alone.
You got me feenin'.
Girl, I'm feenin' for you.

Lady, I'm hooked on you,
There's nothing else I'd rather do,
spend my last dime for a drop of your time.
Surely, girl, without a doubt you know you got me strung out.
And I need you more and more,
'cause you are my joy.

You got me feenin'.
I can't leave you alone.
You got me feen in'.
Girl, I'm feenin' for you.

I can't leave you  alone.
You got me feenin'.
I can't leave you alone.
You got me feen in'.
Girl, I'm feenin' for you.

I can't leave you  alone.
You got me feenin'.
I can't leave you alone.
You got me feen in'.
Girl, I'm feenin' for you.",Feenin',Jodeci,0,r&b,new jack swing,0.675,0.612,5,-10.853,0,0.0651,0.168,0.0,0.943,0.593,121.702,310707
"Dream of a land my soul is from
I hear a hand stroke on a drum

Shades of delight cocoa hue
Rich as the night, afro blue

Elegant boy, beautiful girl
Dancing for joy, delicate whirl

Shades of delight cocoa hue
Rich as the night, afro blue

Two lovers dance face to face with undulating grace
They gently sway then slip away to some secluded place

Shades of delight cocoa hue
Rich as the night, afro blue

Dream of a land my soul is from
I hear a hand stroke on a drum

Shades of delight cocoa hue
Rich as the night afro blue

Elegant boy, beautiful girl
Dancing for joy, delicate whirl

Shades of delight cocoa hue
Rich as the night afro blue

Two lovers dance face to face with undulating grace
They gently sway then slip away to some secluded place

Shades of delight cocoa hue
Rich as the night afro blue",Afro Blue,Robert Glasper,52,r&b,neo soul,0.819,0.428,5,-9.883,0,0.317,0.128,0.00151,0.211,0.454,87.9,307440
"Guess what I did today
Those were the words I said to you
It was last May, don't know the exact day
In my head there was a praise
And you told me that you loved me
More than anything in your life
And I asked you would you do me
The honor of being my wife (yes I will)
I will be your man, your protector, your best friend
'Til my humble life is ended
Then time begins again (couldn't we)

Couldn't we be the happily ever after
We can be strong together for so long (our love goes strong so
Long)
Couldn't we please be happliy ever after (couldn't we be, baby)
Leaving you never stays forever strong

When I was away (umm...hmm)
Some friends became just faces
Some people grew apart
But you stayed right in my heart
In so many times, could picture this day inside my mind
And for so many years, ooh
I knew it would be you here with me, ooh (yes I will)
Take you for my wife, the center of my life
And I will never ever fade
From this choice I've made, ooh...oh

Couldn't we be the happily ever after (come on)
We could be strong together for so long
Couldn't we please be happily ever after
Leaving you never stays forever strong (hey...ooh...hey yeah)

You don't have to look no further than me (don't look no
Further, baby yeah)
You don't need much more than my lovin' to make you happy (I'm
So happy, babe)
Beneath the side of God, I will make this vow to you (come on
Baby)
I'll be right here, stay with me (stay with me, baby hey)

Couldn't we be the happily ever after
We could be strong together for so long
Couldn't we please be happily ever after
Leaving you never stays forever strong (no, no I will never
Leave you, ooh)",Happily Ever After,Case,55,r&b,new jack swing,0.747,0.609,4,-6.985,0,0.0347,0.138,0.0,0.105,0.555,120.051,276000
"I was running on an empty heart
Not a trace of gasoline
Trying to dim every single spark
That could hurt, that could burn all of me
Like a soldier on a battle ground
Lying wounded on the field
I was fighting along with the broken sword
Now I'm caught in a war with no shield

If you hold me now
And leave me never
Say you'll stay with me forever
Then I surrender, surrender
If you hold me now
And leave me never
Say you'll stay with me forever
Then I surrender, surrender

(Surrender, surrender)

I pushed and pulled all the ones that try
Then I watched them fade away
As I look around a vacant room
I see nobody left here to play
'Cause I made myself a prisoner
Shackled up by all my fears
But I feel you breaking away, out the walls
Make them fall, make them all disappear

If you hold me now
And leave me never
Say you'll stay, with me forever
Then I surrender, surrender
If you hold me now
And leave me never
Say you'll stay, with me forever
Then I surrender, surrender

(Surrender, surrender)

Hold me now
And leave me never
Say you'll stay, with me forever
Then I surrender, surrender

Then I surrender, surrender",Surrender,Cash Cash,50,edm,pop edm,0.542,0.894,1,-2.879,1,0.0676,0.0236,0.0,0.132,0.296,127.947,208133
"I'm a tell you how I want it
Baby, tell me how you need it
Hope you're good at keeping secrets
Say you're good at keeping secrets
'Cause you know I don't trust nobody
I know you don't trust nobody
Said only I can touch your body
So baby you know, I know, you know, I don't
You know I don't trust nobody
You know I don't trust nobody
Said only I can touch your body
Yeah only I can touch your body
'Cause only you know, I know, you know, I don't
You know I don't trust nobody

Baby, come through on a late night creep
Pull up on you like, beep, beep, beep, beep, beep (skrr, skrr)
Lying down know I'm in the back
Tinted windows sittin' in the back seat
You know I'm a freak right? (yeah, yeah)
Hit you on a free night (yeah, yeah, yeah)
I know what you keep tight (yeah, yeah)
You don't wanna leave, right? (yeah, yeah, yeah)
You don't wanna stay a little late?
I'll give you that tingle in your waist
Hit you when you need a little taste
Better watch my back

I'm a tell you how I want it
Baby, tell me how you need it
Hope you're good at keeping secrets
Say you're good at keeping secrets
'Cause you know I don't trust nobody
I know you don't trust nobody
Said only I can touch your body
So baby you know, I know, you know, I don't
You know I don't trust nobody
You know I don't trust nobody
Said only I can touch your body
Yeah only I can touch your body
'Cause only you know, I know, you know, I don't
You know I don't trust nobody

I pull up in that Jag, I'm not just anybody
I'm tryna holla back, even though I know, you know
I don't trust nobody, I don't trust nobody
But if I touch your body, we'll get right, right in your lobby
Come on down, let's get down, I'm with the shit
Are you down? 'Cause I'm down, when shit get lit
And you got a body like Selena in them jeans (haha) I wanna hit
I'm so open, gone and talk that shit

You must be somebody, 'cause I don't trust nobody
But if I touch your body, I might trust somebody, yeah
You must be somebody, 'cause I don't trust nobody
But if I touch your body, I might trust somebody, yeah
You must be somebody, 'cause I don't trust nobody
But if I touch your body, I might trust somebody, yeah
You must be somebody, 'cause I don't trust nobody
But if I touch your body, I might trust somebody, yeah

I'm a tell you how I want it
(How do you want it?)
Baby, tell me how you need it
(Just how I need it)
Hope you're good at keeping secrets
(I'm good, I'm good)
Say you're good at keeping secrets
(I'm good, I'm good)
'Cause you know I don't trust nobody
(Oh)
I know you don't trust nobody
(I don't)
Said only I can touch your body
So baby you know, I know, you know, I don't
You know I don't trust nobody
(I don't trust nobody)
You don't trust nobody
(I don't trust nobody)
Said only I can touch your body
Yeah only I can touch your body
'Cause only you know, I know, you know, I don't
You know I don't trust nobody

Hahaha",Trust Nobody,Cashmere Cat,2,edm,pop edm,0.597,0.65,10,-7.213,1,0.158,0.464,0.0,0.121,0.732,78.52,218987
